Frame,X,Y,Z
1,0.19479307646902488,0.3245123511597691,-0.031310555658641714
2,0.19479307646902488,0.3245123511597691,-0.031310555658641714
3,0.19479307646902488,0.3245123511597691,-0.031310555658641714
4,0.19479307646902488,0.3245123511597691,-0.031310555658641714
5,0.19479307646902488,0.3245123511597691,-0.031310555658641714
6,0.19479307646902488,0.3245123511597691,-0.031310555658641714
7,0.19479307646902488,0.3245123511597691,-0.031310555658641714
8,0.19479307646902488,0.3245123511597691,-0.031310555658641714
9,0.19479307646902488,0.3245123511597691,-0.031310555658641714
10,0.1934260298698467,0.32502830503259084,-0.025949243334503436
11,0.1934260298698467,0.32502830503259084,-0.025949243334503436
12,0.19479307646902488,0.3245123511597691,-0.031310555658641714
13,0.19479307646902488,0.3245123511597691,-0.031310555658641714
14,0.19479307646902488,0.3245123511597691,-0.031310555658641714
15,0.19119858194353434,0.3262022778691769,-0.03935242155659946
16,0.19119858194353434,0.3262022778691769,-0.03935242155659946
17,0.19119858194353434,0.3262022778691769,-0.03935242155659946
18,0.19119858194353445,0.32620227786917677,-0.039352421556599015
19,0.19119858194353434,0.3262022778691769,-0.03935242155659946
20,0.19479307646902488,0.3245123511597691,-0.031310555658641714
21,0.19479307646902488,0.3245123511597691,-0.031310555658641714
22,0.19119858194353434,0.3262022778691769,-0.03935242155659946
23,0.19119858194353434,0.3262022778691769,-0.03935242155659946
24,0.19119858194353434,0.3262022778691769,-0.03935242155659946
25,0.19119858194353434,0.3262022778691769,-0.03935242155659946
26,0.19119858194353434,0.3262022778691769,-0.03935242155659946
27,0.19119858194353434,0.3262022778691769,-0.03935242155659946
28,0.19119858194353434,0.3262022778691769,-0.03935242155659946
29,0.1817482239354844,0.3295371194442921,-0.05492518450368422
30,0.18155451097566289,0.3263346126812559,-0.03880337167979642
31,0.16649944882685652,0.3302924568260996,-0.044840877211301144
32,0.15027790037266997,0.33476841947501035,-0.05323728160563812
33,0.1548181510501756,0.32946735300580293,-0.027435212087564498
34,0.1513842094663782,0.3289108858639501,-0.024236438621942025
